ID,OF1,OF2,OF3,OF4,OF5,OF6,OF7,OF8,OF9,OF10,OF11,OF12,OF13,OF14,OF15,OF16,OF17,OF18,OF19,OF20,OF21,OF22,OF23,OF24,OF25,OF26,OF27,OF28,OF29,OF30,OF31,OF32,OF33,OF34,OF35,OF36,OF37,OF38,F1,F2,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,S1,S2,S3,S4,S5,S6,PC,FC,WRI,SVT,VCHWC,HWCC,MC,PP,ST,SWP,DP,ADLM,ATDO,AOD,WS,WS_Function,WS_Benefit ,WS Benefit Score ,SFTS,SFS_Function,SFS_Benefit ,SFS Benefit Score,SR,SR_Function,SR_Benefit,SR Benefit Rating,PR,PR_Function,PR_Benefit,PR Benefit Rating,NR,NR_Function,NR_Benefit,NR Benefit Rating,WFR,WFR_Function,WFR_Benefit,WFR_Benefit Rating,CSP,CSP_Function,CC,CC_Function,OE,OE_Function,APP,APP_Function,APP_Benefit,APP Benefit Rating,FA,FA_Function,FA_Benefit,FA Benefit Rating ,FR,FR_Function,FR_Benefit,FR Benefit Rating ,AM,AM_Function,AM_Benefit,AM Benefit Rating,WBF,WBF_Function,WBF_Benefit,WBF Benefit Rating,WBN,WBN_Function,WBN_Benefit,WBN Benefit Rating,RSB,RSB_Function,RSB_Benefit,RSB Benefit Rating,KMH,KMH_Function,KMH_Benefit,KMH Benefit Rating,PH,PH_Function,PH_Benefit,PH Benefit Rating,POL,POL_Function,POL_Benefit,POL Benefit Rating,CRI_Benefit,PU Benefit Rating,Sens_Benefit,Sens Benefit Rating,STR_Benefit,STR Benefit Rating
133,0,3,4,6,0,3,0,3,4,2,4,0.0,2,5,4,2,3,0.53,1.0,3,3,2,0,2,3,4,1677,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,0,2,1,0,1,1,3,3,2,2,5,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,2,1,1,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,2,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.0,1,3.89,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,3,0,0,4,0,2,0,2,10.0,62.7,52.7,6.620553359683794,2,0.0,0,0.9243048403707519,0,0.0,0,10.0,2,10.0,2,10.0,2,10.0,2,10.0,2,10.0,2,3.965381589299764,1.0,0,0,9.429750965508056,2,7.182527004181133,2,0.0,0,3.6914102986793145,0,7.28846761975975,2,4.924122310305775,1,0.0,0,3.6164417172211634,1,0.0,0,6.505948068776192,2,10.0,2,7.046466766492719,1,10.0,2,7.69291917703795,2,10.0,2,9.63724072770299,2,7.791371538956858,2,10.942986713853614,2,0.0,0,9.195996115327086,2,10.0,2,9.565059144676978,2,10.0,2,0.0,0,4.965949622408895,1,0.0,0
134,0,3,4,6,0,3,0,4,4,2,3,0.0,2,5,5,2,3,0.81,0.0,3,3,2,0,2,3,3,1464,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,0,2,1,0,1,0,2,3,2,2,3,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,2,0,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.0,1,4.04,48.0,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,1,0,0,4,0,2,0,2,5.0,66.23146067415729,62.378282828282835,5.953557312252964,1,0.0,0,0.7209062821833162,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,0.849724626278521,0.0,0,0,9.291250499400718,2,4.674795421900902,1,0.0,0,1.4450647249836799,0,10.0,2,0.0,0,0.0,0,2.608764996201037,1,0.0,0,4.459705651762519,1,7.422117537128935,2,4.924921415179177,1,10.0,2,6.588061996452176,1,10.0,2,7.858966290728827,2,7.430779137153896,2,10.942986713853614,2,0.0,0,8.496891631281166,2,10.0,2,9.827115559599633,2,10.0,2,0.0,0,5.006027537845206,1,0.0,0
136,0,4,4,6,0,3,0,3,3,2,3,0.0,0,0,3,1,3,0.59,0.0,3,3,1,0,2,3,3,1985,0,5,0,0,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,0,1,2,1,0,1,0,1,4,2,1,5,3,1,1,0,1,0,0,1,3,0,1,0,0,0,0,3,3,1,0,4,1,1,1,1,1,1,1,3,4,4,2,1,1,0,1,1,0,0,1,4,0.0,0,2,0,4,0,0,4,0,1,0,2,5,0,0,0,6,0.0,3,6.85,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,1,1,0,0,2,0,2,5,2,3.4259459459459456,66.23146067415729,42.7,2.6182947487295305,0,0.0,0,8.060633367662204,2,3.1574687097906198,1,3.72517165213762,1,4.043344420260789,1,3.4657973622609966,1,5.686471199353573,2,1.4461867534168014,0,3.717948717948717,1,6.915814319433517,2.0,4,1,5.68917299240911,1,8.695031935345499,2,8.285627358007316,2,7.706818056629938,2,10.0,2,0.0,0,0.0,0,10.569759255811483,2,0.0,0,9.504147644195724,2,10.0,2,7.6161213220638855,2,10.0,2,8.781694190604322,2,10.0,2,9.442054599502486,2,7.520927237604635,2,10.942986713853614,2,0.0,0,10.436318853833592,2,10.0,2,9.492265696087351,2,10.0,2,5.8679783320226955,2,0.0,0,5.092004634994206,1
137,0,0,4,6,1,1,1,4,3,2,5,0.0,6,4,4,2,1,0.04,0.0,3,3,1,0,1,2,4,1799,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,2,0,1,1,0,4,0,2,2,0,14,3,0,0,0,0,0,0,4,2,0,0,1,0,0,1,3,1,2,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0.0,2,2,1,4,0,0,3,0,1,0,1,5,0,0,0,6,0.007692307692307693,1,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,3,3,0,0,2,2,6.3,31.7,25.4,0.86,0,0.0,0,7.71,2,10.0,2,1.22,0,4.65,1,5.43,1,6.61,2,0.65,0,5.06,1,3.94,1.0,4,1,5.64,1,8.39,2,8.46,2,5.16,1,2.24,0,6.42,1,0.0,0,8.42,2,0.0,0,1.03,0,4.62,2,0.0,0,0.0,0,0.0,0,0.0,0,7.79,2,4.22,1,10.94,2,10.0,2,7.36,2,10.0,2,9.48,2,3.33,0,0.0,0,0.0,0,1.7,0
141,0,0,3,5,1,3,2,2,4,2,4,0.0,6,3,5,1,3,0.079,0.0,3,3,0,2,1,1,0,1666,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,0,2,0,2,0,1,5,0,1,1,0,6,2,0,0,0,0,0,0,4,2,0,1,3,0,0,2,3,2,2,2,4,0,0,1,1,1,0,1,0,2,4,0,1,0,0,2,1,0,0,0,4,0.0,2,2,2,4,0,0,3,5,1,0,0,5,0,0,0,6,0.0,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.6666666666666666,0.0,0.0,0.5,0.3333333333333333,0.0,0,0,2,0,1,3,3,0,0,2,2,3.0,27.0,24.0,1.47,0,3.9,1,7.28,2,10.0,2,1.38,0,5.67,1,2.84,0,10.0,2,0.96,0,5.96,1,5.34,1.0,0,0,5.59,1,4.12,1,7.85,1,1.03,0,2.21,0,5.7,1,0.0,0,6.62,2,0.0,0,0.54,0,7.59,2,0.0,0,0.0,0,0.0,0,0.0,0,7.25,2,9.02,2,3.68,1,10.0,2,5.24,1,10.0,2,9.37,2,10.0,2,0.0,0,7.14,2,10.0,2
145,0,1,4,6,0,3,0,3,0,1,3,0.0,6,5,5,3,0,0.16,0.0,3,3,0,0,1,3,2,1632,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,2,0,1,1,0,5,0,1,2,0,18,2,1,2,0,1,0,0,4,1,0,1,1,2,0,2,2,3,1,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0.0,0,1,1,4,0,0,3,0,1,1,2,5,0,0,0,6,0.0,2,6.42,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,2,0,1,0,2,0,2,0.0,46.0,46.0,1.5926030491247882,0,0.0,0,9.600068657741161,2,6.133693655260678,2,2.4249699879951967,0,4.767645230789886,1,3.8691435474925395,1,10.0,2,2.7846753204169348,1,10.0,2,4.815106215578285,1.0,10,2,7.038487148754826,1,7.327179123419205,2,8.890442792976474,2,6.211750364624374,1,4.968214050365964,1,7.727767890848297,1,6.0590086710931645,1,10.843009549667128,2,5.539707405810405,1,1.4598354954739,0,10.0,2,5.571455766259009,1,10.0,2,6.3580178286280296,1,10.0,2,9.342415811546323,2,8.602704443013522,2,10.942986713853614,2,10.000000000000002,2,9.392947796003838,2,10.0,2,9.732484076433119,2,10.0,2,0.0,0,7.443719506021072,2,2.205330243337196,0
147,0,3,4,6,3,3,0,3,0,0,3,0.0,3,5,5,3,3,0.01,0.0,3,3,0,0,2,3,3,1516,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,3,2,3,0,0,0,4,0,2,2,0,2,3,1,2,1,1,0,0,1,0,0,0,1,0,1,1,2,3,1,0,2,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.0,0,2,0,3,1,2,4,0,1,0,2,5,0,0,0,6,0.0,2,6.97,183.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,3,1,0,1,0,2,0,0,0.0,95.0,95.0,3.635234330886505,1,0.0,0,8.23034672159286,2,6.755066640061102,2,3.1461575594093065,0,4.884221350690346,1,3.374174554582029,1,6.926000560676771,2,2.424686608168594,1,10.0,2,5.782848151062155,2.0,10,2,6.7601544812891206,1,6.802741216188481,2,8.757559433115382,2,5.83530048214771,1,3.950391433067948,1,7.1703607830448135,1,6.30045606362613,1,9.307910984622358,2,5.760460994579764,2,5.293965165291081,1,8.637285461902058,2,6.475661650476372,1,10.0,2,7.687996963319883,2,10.0,2,9.002642151319355,2,8.40952994204765,2,10.942986713853614,2,0.0,0,8.997235407357547,2,10.0,2,9.32484076433121,2,10.0,2,0.0,0,4.036554245270873,1,2.831054461181922,0
148,0,1,4,6,0,3,0,3,0,0,1,0.0,5,5,5,4,3,0.41,0.0,3,3,0,1,1,3,3,1348,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,3,2,3,0,0,0,4,0,2,2,0,2,3,1,3,0,1,0,0,1,1,0,0,1,0,0,0,3,2,1,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0.0,1,1,0,3,0,2,4,0,1,1,2,1,0,0,0,6,0.0,0,7.89,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,3,-1,0,0,0,0,0,2,0.0,31.3,31.3,1.6417278373800113,0,5.280298608754666,1,8.99073120494336,2,5.70866974465538,2,2.364945978391357,0,5.185217070105473,1,3.4802890085271585,1,10.0,2,2.1460839397795444,0,10.0,2,4.6026750590086545,1.0,10,2,5.449726994273538,1,7.352355785212503,2,6.566904699329447,1,5.172038040679868,1,6.876484752646295,2,9.44507361268403,2,10.0,2,9.486723866581475,2,10.0,2,2.7139812424507737,0,8.415793094991962,2,4.949660306921987,1,10.0,2,5.43761136672229,1,10.0,2,8.724914942989546,2,8.061815840309078,2,3.5659870188648184,1,7.500000000000001,2,6.461181907126932,1,10.0,2,9.455868971792537,2,10.0,2,6.0980375215674885,2,3.9430722588933707,1,3.2259559675550404,1
153,0,1,5,5,0,3,0,2,2,2,4,0.0,6,4,5,3,3,0.42,0.0,3,3,1,0,2,1,3,1677,1,5,0,1,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,3,3,2,0,0,1,1,1,2,4,0,0,2,3,0,2,0,0,0,1,3,0,1,0,0,0,1,2,0,1,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.0,0,5.5780957446808515,137.21428571428572,0.0,0.3787878787878788,0.5,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,1,5,0,1,-1,0,2,-1,2,0,2,7.7,63.5,55.8,0.38,0,0.0,0,8.01,2,6.35,2,1.28,0,4.52,1,4.26,1,5.84,2,1.18,0,3.72,1,3.97,1.0,6,2,6.93,1,6.26,1,7.7,1,2.97,0,6.67,2,6.29,1,3.89,1,6.58,2,0.0,0,0.87,0,10.0,2,5.99,1,10.0,2,7.61,2,10.0,2,9.08,2,8.61,2,6.24,2,10.0,2,5.29,1,10.0,2,8.99,2,10.0,2,0.0,0,0.0,0,10.0,2
154,0,3,4,6,0,3,0,4,4,2,4,0.0,2,3,5,0,3,0.72,0.0,3,3,2,0,2,3,3,1455,0,4,0,0,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,0,1,2,1,0,1,0,1,1,4,0,3,3,3,1,0,1,0,0,0,4,1,1,0,0,0,0,2,3,2,0,0,0,0,1,4,0,4,1,4,3,4,2,1,0,0,1,1,0,0,0,0,0.0,0,1,0,4,0,0,4,0,1,0,1,0,0,0,0,3,0.0,3,6.43,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,1,-1,0,4,0,2,2,2,8.3,66.23146067415729,62.378282828282835,2.3969508752117443,0,0.0,0,8.05612770339856,2,0.0,0,4.699519652955847,1,3.7777037536023608,1,4.34436384779465,1,5.864619646773636,2,2.3869024554813367,1,0.0,0,7.317073170731707,2.0,0,0,6.91170595285657,1,5.713957497963814,1,6.84539540876499,1,4.66350113372168,1,10.0,2,0.0,0,0.0,0,10.577392162463646,2,5.188835935388532,1,6.790220341395874,2,7.884577869891919,2,6.579882563159406,1,10.0,2,7.187583567755058,1,10.0,2,7.8716682886249245,2,10.0,2,10.942986713853614,2,0.0,0,7.603561744094312,2,10.0,2,9.259326660600543,2,10.0,2,5.516481624542401,1,4.959051483568852,1,1.9550405561993043,0
155,0,3,4,6,0,3,0,3,3,2,2,0.0,6,5,5,3,3,0.31,1.0,3,3,1,0,2,3,3,1609,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,3,3,2,1,0,1,1,1,1,5,0,23,0,3,0,1,1,0,0,1,1,1,1,0,0,0,1,2,2,3,0,2,0,0,1,1,2,4,1,3,3,4,1,1,0,1,1,1,0,0,0,2,0.0,0,1,0,4,0,0,4,0,1,1,2,5,0,0,0,6,0.0,3,6.28,160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,1,-1,0,0,0,2,2,2,0.0,158.0,158.0,1.8435911914172785,0,0.0,0,9.05638516992791,2,5.13867875843752,2,3.9790417027396137,1,10.0,2,4.173023078121778,1,10.0,2,3.7311049360868767,1,10.0,2,7.6711250983477575,2.0,4,1,6.996937008922627,1,7.235456055027449,2,8.823489118795164,2,6.62636971966566,2,6.751920477371657,2,8.449118265652807,1,5.178502633959448,1,11.123838455394683,2,4.585399752280145,1,2.2733383947343557,0,10.0,2,8.999400273535505,2,10.0,2,9.402823936376649,2,10.0,2,6.7646956569067775,1,8.602704443013522,2,10.942986713853614,2,10.000000000000002,2,8.23213818676627,2,10.0,2,9.106460418562328,2,10.0,2,0.0,0,4.957948504619333,1,2.055156431054461,0
156,0,1,3,6,3,3,0,3,2,2,4,0.0,6,4,5,4,1,0.09,1.0,3,3,0,0,2,3,3,1516,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,3,3,2,0,0,0,0,0,2,5,0,18,3,3,1,3,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,4,0,0,1,1,0,3,1,2,3,2,0,1,0,0,1,1,0,0,0,2,0.0,0,2,0,3,1,1,3,0,1,0,0,5,0,0,0,6,0.0,3,6.02,140.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,1,-1,0,1,0,2,5,2,0.0,100.0,100.0,1.4364765669113497,0,0.0,0,8.831101956745623,2,6.5960717799811475,2,2.711626604170067,0,10.0,2,4.161340752916811,1,10.0,2,2.8171385746519313,1,10.0,2,7.081038552321006,2.0,6,2,6.741243840724463,1,7.2106225648547095,2,8.949413757159778,2,5.78936087155403,1,4.567479293581039,1,8.11713314997573,1,4.582424439421965,1,9.534312205314908,2,0.0,0,2.061958426143665,0,10.0,2,8.60131976388194,2,10.0,2,8.716913078272741,2,10.0,2,6.511584906584784,1,9.01481004507405,2,10.942986713853614,2,10.000000000000002,2,5.804409248680652,1,10.0,2,8.851683348498634,2,10.0,2,0.0,0,5.987938726237612,1,2.347161066048667,0
160,0,0,4,6,1,3,0,3,1,1,2,0.0,6,3,5,4,3,0.57,1.0,3,3,1,1,1,3,4,1329,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,3,3,2,0,0,0,2,0,2,5,0,23,2,3,2,2,1,0,0,1,0,0,0,1,0,0,1,2,3,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,1,2,0,2,3,0,1,0,3,3,0,0,0,6,0.0,0,6.92,176.0,0.0,0.0,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,2,3,1,1,-1,0,1,0,2,0,0,0.0,48.7,48.7,1.893986448334274,0,5.603013233797082,2,9.21558530724339,2,5.19662568033413,2,3.5414165666266513,1,10.0,2,3.968443311734772,1,10.0,2,3.1331754299153203,1,10.0,2,6.018882769472855,2.0,10,2,6.8094286855773065,1,4.351112224822708,1,7.77381929628602,1,4.428467763373752,1,7.5193318510513105,2,6.824138488917648,1,6.584819284936668,1,7.7748019847950145,2,5.572649981703195,1,1.464265839014769,0,7.764941865736581,2,0.0,0,0.0,0,6.934241434566503,1,10.0,2,9.2610426107501,2,9.272376046361881,2,6.883500429171141,2,10.000000000000002,2,7.708291542734514,2,10.0,2,9.400060661207156,2,10.0,2,0.0,0,4.660071861759959,1,3.4697566628041714,1
163,0,4,4,6,0,0,0,3,4,2,4,0.0,2,1,5,4,3,0.54,0.0,3,3,1,0,2,1,3,1486,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,3,2,3,4,0,2,2,1,1,1,1,23,2,0,0,0,0,0,0,2,3,2,1,0,1,0,2,3,2,2,1,4,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1.0,2,1,0,4,0,0,4,0,1,0,0,5,0,0,0,6,0.0,1,6.16,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,2,-1,1,2,0,0,2,2,1.0,29.7,28.7,1.9028797289666848,0,0.0,0,9.011328527291454,2,3.835012694983245,1,2.323729190471368,0,4.072010679252706,1,3.4909978066317144,1,6.314371464850516,2,3.538703760108813,1,3.717948717948717,1,5.806451612903225,2.0,0,0,6.2405113863363955,1,5.645711465878098,1,7.739556928469203,1,3.1172143948725592,0,6.793499800103145,2,0.0,0,0.0,0,8.366836137024144,2,0.0,0,6.542287178439439,2,4.7196291829880535,2,5.721779448582872,1,3.333333333333333,1,0.0,0,0.0,0,7.907986077390813,2,0.0,0,10.942986713853614,2,0.0,0,9.17709409949875,2,2.9804652600586685,0,9.691927726504613,2,3.333333333333333,0,0.0,0,5.869029781635317,1,1.6213209733487832,0
167,0,0,4,5,0,0,0,3,0,0,4,0.0,6,4,5,4,0,0.39,0.0,3,3,1,0,2,2,3,1538,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,3,2,0,2,3,0,2,0,0,0,2,122,3,0,0,0,0,0,0,2,2,2,0,0,1,0,1,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,2,0,1,3,1,1,4,0,1,0,1,5,0,0,0,6,0.0,0,6.62,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,4,-1,2,3,0,1,0,2,0.0,12.3,12.3,5.296442687747035,1,10.0,2,5.334706488156541,1,10.0,2,4.4777911164465785,1,0.0,0,1.4134909743481472,0,0.0,0,1.6207971395847542,0,10.0,2,0.5900865460267506,0.0,10,2,3.826741243840725,0,3.4074628848377135,0,5.539744545727475,1,1.7004404231319137,0,3.614527511195715,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0608894971718081,0,3.851491176844542,1,0.0,0,0.0,0,0.0,0,0.0,0,7.463846753305554,2,0.0,0,3.3835953240813152,1,10.000000000000002,2,4.208536644547954,1,2.9532604377354295,0,9.255686988171062,2,3.333333333333333,0,0.0,0,7.5951621321148375,2,1.9967555040556195,0
169,0,2,4,6,0,0,0,3,3,2,4,0.0,6,5,5,4,3,0.43,0.0,3,3,1,0,2,3,3,1342,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,3,2,0,5,2,1,1,1,1,0,1,252,2,0,0,0,0,0,0,1,1,2,1,3,1,0,1,2,3,1,2,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.0,1,2,1,4,0,0,4,0,1,0,1,5,0,0,0,6,0.0,0,7.35,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,2,-1,1,0,0,2,0,2,0.3,40.3,40.0,2.476002258610954,0,0.0,0,9.119464469618952,2,4.500604129825986,1,1.6741922672683525,0,4.135076449034923,1,3.6156092754847107,1,5.826653584208704,2,1.578636405266818,0,3.717948717948717,1,4.445318646734854,1.0,4,1,7.588227460380876,2,4.801534051019295,1,9.639200957648077,2,2.4061363334581323,0,5.134435030376014,1,0.0,0,0.0,0,8.905604623039451,2,0.0,0,0.14324244665487346,0,4.384898847159318,2,0.0,0,0.0,0,0.0,0,0.0,0,9.293884126278487,2,0.0,0,3.9821088640860705,1,10.000000000000002,2,9.266687268558675,2,3.2103437658763174,0,9.975822176004158,2,3.333333333333333,0,0.0,0,9.185798555668912,2,2.0050984936268823,0
174,0,0,4,6,3,3,1,3,3,2,4,0.0,6,3,5,1,3,0.0787,0.0,3,3,0,1,2,3,5,1670,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,1,0,2,0,4,0,0,3,2,1,7,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,2,2,1,4,0,0,3,5,1,0,1,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.5,0.0,0.0,1,2,0,2,-1,3,4,0,2,1,2,5.7,243.0,237.3,6.28,1,0.0,0,0.99,0,0.0,0,2.44,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,0.28,0.0,4,1,9.44,2,2.04,0,0.0,0,-1.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.61,0,7.26,2,0.0,0,0.0,0,0.0,0,0.0,0,7.53,2,9.22,2,0.81,0,10.0,2,4.55,1,10.0,2,8.9,2,10.0,2,0.0,0,5.6,1,0.0,0
175,0,3,4,6,3,2,1,3,1,2,4,0.0,5,3,5,1,2,0.1969,0.0,3,3,1,1,2,2,3,1697,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,1,3,1,0,0,1,0,4,3,0,7,3,2,3,1,0,0,0,2,2,0,0,2,0,0,2,1,1,3,2,1,0,0,0,2,1,2,1,4,3,4,2,1,0,0,0,1,0,0,1,3,0.0,2,2,0,3,1,0,4,0,1,0,1,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.0,1.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,2,4,2,3,-1,0,3,0,1,3,2,2.0,34.0,32.0,0.86,0,3.84,1,7.4,2,10.0,2,1.55,0,4.54,1,5.13,1,6.41,2,1.3,0,4.83,1,7.64,2.0,10,2,5.15,1,5.54,1,6.58,1,3.43,0,4.72,1,6.41,1,4.9,1,7.9,2,0.0,0,2.98,1,6.93,2,6.73,1,10.0,2,7.67,2,6.67,2,5.81,1,6.52,1,2.9,1,7.5,2,4.8,1,10.0,2,9.16,2,10.0,2,0.0,0,0.0,0,2.94,0
177,0,3,4,6,1,3,0,3,4,2,1,0.0,3,3,5,4,3,0.77,0.0,3,3,2,0,2,3,3,1512,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,3,1,0,0,0,0,0,1,1,5,0,3,3,4,1,0,1,0,0,0,4,0,0,0,0,0,0,2,2,2,1,0,0,0,1,1,1,4,1,5,2,3,0,1,0,0,0,0,0,4,0,0,1.0,2,2,0,3,0,1,4,1,1,2,2,0,0,0,0,6,0.0,0,6.31,63.0,0.0,0.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,2.5,1,2,0,1,-1,0,2,0,2,0,2,2.7,143.3,140.60000000000002,7.461180124223602,2,3.485198506956227,1,0.0,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,4.036191974822974,1.0,0,0,9.350912238646957,2,5.054511464357674,1,0.0,0,3.369340738381314,0,10.0,2,0.0,0,0.0,0,4.809858947327882,1,7.1659056480882555,2,4.584420190382276,1,8.211118387964397,2,7.341167672537086,2,10.0,2,6.523904517303939,1,10.0,2,6.717403629212076,1,8.100450740502254,2,-0.38943580013393875,0,0.0,0,5.595503445563839,1,10.0,2,8.856536245071275,2,10.0,2,0.0,0,7.735256280123459,2,10.0,2
178,0,0,4,6,0,3,0,3,4,2,4,0.0,6,4,5,0,3,0.58,0.0,3,3,3,0,2,3,3,1551,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,0,0,2,2,0,3,0,3,1,2,0,5,0,1,1,0,0,0,0,0,4,0,1,0,0,0,1,2,1,0,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,2,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.0,1,3.63,58.0,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,2,-1,3,4,0,2,0,2,4.7,165.0,160.3,6.7440711462450595,2,0.0,0,0.9461894953656026,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,1.1329661683713612,0.0,0,0,9.485683846051403,2,4.755636534751105,1,0.0,0,1.3631429889006772,0,5.805543682936884,2,0.0,0,0.0,0,2.600258537651799,1,0.0,0,2.067538433678128,0,7.329092179495177,2,0.0,0,0.0,0,6.552940667485246,1,10.0,2,7.76571125499813,2,8.602704443013522,2,10.942986713853614,2,10.000000000000002,2,8.041942138012601,2,10.0,2,9.739763421292084,2,10.0,2,0.0,0,6.24953685450933,2,0.0,0
